transaction_id,customer_id,transaction_time,amount,merchant_category,channel
TXN_004285,CUST_0371,2026-06-19 03:48:00,113.57,Restaurant,Online
TXN_004286,CUST_0203,2026-05-19 05:00:00,57.31,Shopping,Online
TXN_004287,CUST_0222,2026-02-27 11:49:00,84.71,Entertainment,POS
TXN_004288,CUST_0258,2026-05-30 17:20:00,16.92,Electronics,POS
TXN_004289,CUST_0250,2026-01-09 04:49:00,22.44,Grocery,Online
TXN_004290,CUST_0314,2026-02-23 21:47:00,36.7,Healthcare,Mobile
TXN_004291,CUST_0396,2026-06-27 16:15:00,14.25,Restaurant,Online
TXN_004292,CUST_0107,2026-02-17 01:22:00,10.31,Grocery,POS
TXN_004293,CUST_0222,2026-05-29 21:16:00,8.58,Healthcare,Online
TXN_004294,CUST_0035,2026-06-18 09:19:00,156.07,Healthcare,Online
TXN_004295,CUST_0231,2026-05-05 03:11:00,10.29,Healthcare,Mobile
TXN_004296,CUST_0062,2026-06-03 06:53:00,5.41,Shopping,Online
TXN_004297,CUST_0094,2026-01-03 20:14:00,2.01,Shopping,POS
TXN_004298,CUST_0371,2026-04-10 01:04:00,36.28,Travel,Mobile
TXN_004299,CUST_0379,2026-03-05 06:53:00,27.37,Healthcare,POS
TXN_004300,CUST_0110,2026-05-17 06:57:00,44.32,Entertainment,ATM
TXN_004301,CUST_0187,2026-03-23 09:02:00,124.37,Travel,Online
TXN_004302,CUST_0406,2026-02-11 16:47:00,69.08,Travel,Online
TXN_004303,CUST_0464,2026-05-02 09:18:00,3.62,Utilities,Online
TXN_004304,CUST_0320,2026-05-30 00:29:00,75.0,Electronics,Mobile
TXN_004305,CUST_0210,2026-03-24 02:17:00,3.61,Travel,Online
TXN_004306,CUST_0383,2026-01-18 14:45:00,47.13,Grocery,Online
TXN_004307,CUST_0480,2026-06-15 18:17:00,47.89,Travel,POS
TXN_004308,CUST_0306,2026-02-19 17:42:00,33.5,Healthcare,Mobile
TXN_004309,CUST_0444,2026-04-05 16:42:00,63.02,Healthcare,Mobile
TXN_004310,CUST_0130,2026-03-19 16:01:00,21.52,Entertainment,POS
TXN_004311,CUST_0080,2026-06-20 06:10:00,17.25,Entertainment,Online
TXN_004312,CUST_0026,2026-03-18 13:13:00,29.96,Grocery,POS
TXN_004313,CUST_0293,2026-03-24 12:49:00,20.93,Entertainment,ATM
TXN_004314,CUST_0397,2026-02-13 03:04:00,22.29,Healthcare,Online
TXN_004315,CUST_0172,2026-06-26 05:23:00,188.93,Restaurant,Mobile
TXN_004316,CUST_0012,2026-01-11 21:28:00,568.27,Shopping,POS
TXN_004317,CUST_0202,2026-03-13 00:27:00,84.55,Grocery,Online
TXN_004318,CUST_0182,2026-01-09 06:44:00,7.17,Electronics,POS
TXN_004319,CUST_0256,2026-04-10 15:03:00,127.32,Entertainment,Online
TXN_004320,CUST_0139,2026-05-04 12:55:00,48.09,Healthcare,Mobile
TXN_004321,CUST_0077,2026-05-30 01:50:00,32.53,Utilities,Online
TXN_004322,CUST_0013,2026-05-27 16:10:00,7.96,Restaurant,Mobile
TXN_004323,CUST_0269,2026-01-18 10:43:00,4.4,Grocery,ATM
TXN_004324,CUST_0160,2026-05-24 17:34:00,124.29,Grocery,Mobile
TXN_004325,CUST_0262,2026-05-27 08:40:00,2.4,Utilities,POS
TXN_004326,CUST_0302,2026-04-09 15:56:00,32.52,Shopping,Online
TXN_004327,CUST_0171,2026-03-05 02:48:00,24.51,Entertainment,Mobile
TXN_004328,CUST_0173,2026-04-23 16:44:00,100.96,Travel,POS
TXN_004329,CUST_0458,2026-06-17 13:56:00,98.54,Utilities,Online
TXN_004330,CUST_0372,2026-04-13 12:57:00,94.16,Healthcare,Online
TXN_004331,CUST_0090,2026-06-03 17:31:00,18.43,Entertainment,Online
TXN_004332,CUST_0262,2026-04-17 06:55:00,43.71,Travel,ATM
TXN_004333,CUST_0075,2026-03-23 19:48:00,26.35,Healthcare,POS
TXN_004334,CUST_0399,2026-06-07 09:37:00,41.74,Shopping,ATM
TXN_004335,CUST_0116,2026-01-28 04:20:00,14.65,Shopping,Online
TXN_004336,CUST_0259,2026-04-04 16:29:00,74.66,Electronics,Online
TXN_004337,CUST_0364,2026-01-20 14:05:00,9.19,Shopping,Mobile
TXN_004338,CUST_0028,2026-06-17 12:45:00,30.82,Healthcare,POS
TXN_004339,CUST_0082,2026-01-21 05:04:00,106.23,Travel,Mobile
TXN_004340,CUST_0374,2026-06-19 05:45:00,21.1,Shopping,POS
TXN_004341,CUST_0390,2026-01-12 22:11:00,114.08,Shopping,Online
TXN_004342,CUST_0010,2026-03-27 14:09:00,19.22,Restaurant,POS
TXN_004343,CUST_0014,2026-03-02 16:07:00,45.82,Shopping,Online
TXN_004344,CUST_0167,2026-05-29 07:58:00,33.35,Restaurant,POS
TXN_004345,CUST_0025,2026-04-13 19:19:00,28.55,Shopping,POS
TXN_004346,CUST_0270,2026-05-20 22:09:00,13.64,Restaurant,Mobile
TXN_004347,CUST_0223,2026-03-13 19:47:00,73.07,Utilities,Online
TXN_004348,CUST_0340,2026-05-15 20:01:00,150.11,Healthcare,POS
TXN_004349,CUST_0321,2026-05-16 12:51:00,23.54,Grocery,POS
TXN_004350,CUST_0274,2026-01-24 14:58:00,25.69,Healthcare,POS
TXN_004351,CUST_0423,2026-04-12 19:44:00,10.52,Electronics,Online
TXN_004352,CUST_0250,2026-02-10 05:40:00,544.48,Entertainment,Online
TXN_004353,CUST_0109,2026-02-07 06:45:00,39.11,Travel,ATM
TXN_004354,CUST_0044,2026-03-06 23:14:00,114.0,Electronics,POS
TXN_004355,CUST_0112,2026-03-20 09:22:00,7.76,Utilities,Mobile
TXN_004356,CUST_0490,2026-02-05 01:42:00,1400.55,Utilities,POS
TXN_004357,CUST_0018,2026-06-11 19:21:00,109.59,Utilities,POS
TXN_004358,CUST_0249,2026-05-23 18:37:00,51.02,Electronics,POS
TXN_004359,CUST_0020,2026-06-03 19:29:00,42.58,Grocery,POS
TXN_004360,CUST_0297,2026-05-08 12:08:00,33.4,Utilities,Online
TXN_004361,CUST_0219,2026-06-02 12:58:00,28.41,Electronics,POS
TXN_004362,CUST_0254,2026-01-25 18:42:00,50.27,Travel,POS
TXN_004363,CUST_0461,2026-04-23 17:04:00,72.35,Shopping,POS
TXN_004364,CUST_0046,2026-02-20 19:51:00,76.18,Restaurant,POS
TXN_004365,CUST_0278,2026-06-14 07:04:00,12.27,Utilities,Online
TXN_004366,CUST_0231,2026-01-14 22:37:00,19.13,Grocery,ATM
TXN_004367,CUST_0485,2026-04-04 20:04:00,226.08,Healthcare,Online
TXN_004368,CUST_0454,2026-04-17 23:22:00,34.74,Grocery,POS
TXN_004369,CUST_0206,2026-06-09 22:44:00,19.92,Utilities,POS
TXN_004370,CUST_0107,2026-06-12 13:08:00,15.68,Travel,Mobile
TXN_004371,CUST_0155,2026-03-31 01:16:00,231.75,Travel,POS
TXN_004372,CUST_0403,2026-03-18 21:13:00,14.74,Entertainment,POS
TXN_004373,CUST_0417,2026-01-20 04:18:00,157.34,Electronics,Online
TXN_004374,CUST_0080,2026-02-26 04:32:00,16.79,Restaurant,POS
TXN_004375,CUST_0039,2026-04-03 07:07:00,3.91,Grocery,POS
TXN_004376,CUST_0292,2026-04-26 23:55:00,45.72,Shopping,POS
TXN_004377,CUST_0080,2026-06-20 05:44:00,19.17,Restaurant,POS
TXN_004378,CUST_0031,2026-03-09 02:26:00,12.33,Entertainment,Mobile
TXN_004379,CUST_0323,2026-02-17 04:39:00,31.87,Utilities,Online
TXN_004380,CUST_0081,2026-06-09 14:42:00,83.47,Utilities,POS
TXN_004381,CUST_0428,2026-04-12 13:16:00,45.37,Healthcare,Online
TXN_004382,CUST_0447,2026-05-30 01:04:00,11.57,Travel,POS
TXN_004383,CUST_0449,2026-01-31 02:07:00,26.63,Healthcare,Mobile
TXN_004384,CUST_0375,2026-01-23 04:57:00,17.99,Travel,Mobile
TXN_004385,CUST_0409,2026-05-17 06:39:00,51.31,Travel,Online
TXN_004386,CUST_0101,2026-03-21 16:22:00,33.07,Entertainment,Online
TXN_004387,CUST_0189,2026-04-17 09:43:00,31.22,Shopping,POS
TXN_004388,CUST_0234,2026-02-09 00:35:00,25.26,Healthcare,POS
TXN_004389,CUST_0043,2026-01-17 00:55:00,18.18,Restaurant,POS
TXN_004390,CUST_0171,2026-01-01 13:46:00,50.94,Electronics,Online
TXN_004391,CUST_0130,2026-04-01 19:54:00,44.2,Utilities,POS
TXN_004392,CUST_0017,2026-06-28 15:10:00,56.27,Restaurant,ATM
TXN_004393,CUST_0204,2026-05-21 21:35:00,9.34,Utilities,ATM
TXN_004394,CUST_0418,2026-02-08 14:59:00,218.28,Electronics,POS
TXN_004395,CUST_0171,2026-06-10 10:59:00,27.32,Entertainment,Online
TXN_004396,CUST_0395,2026-06-03 02:56:00,15.48,Healthcare,POS
TXN_004397,CUST_0226,2026-03-25 13:27:00,11.97,Travel,Online
TXN_004398,CUST_0347,2026-04-04 06:15:00,40.82,Utilities,Online
TXN_004399,CUST_0322,2026-01-16 14:59:00,22.5,Entertainment,Mobile
TXN_004400,CUST_0100,2026-03-29 16:32:00,65.56,Grocery,POS
TXN_004401,CUST_0438,2026-06-11 13:53:00,149.25,Utilities,ATM
TXN_004402,CUST_0400,2026-04-02 00:46:00,68.93,Electronics,Online
TXN_004403,CUST_0048,2026-01-19 06:41:00,57.84,Utilities,ATM
TXN_004404,CUST_0019,2026-04-04 22:42:00,102.51,Healthcare,Online
TXN_004405,CUST_0417,2026-04-04 21:50:00,77.16,Travel,POS
TXN_004406,CUST_0154,2026-01-15 06:52:00,52.97,Entertainment,ATM
TXN_004407,CUST_0005,2026-06-25 09:25:00,29.71,Travel,Mobile
TXN_004408,CUST_0393,2026-06-09 18:19:00,135.23,Travel,POS
TXN_004409,CUST_0221,2026-06-08 22:04:00,21.61,Grocery,ATM
TXN_004410,CUST_0253,2026-05-12 23:10:00,4.69,Entertainment,Online
TXN_004411,CUST_0018,2026-03-21 03:53:00,17.97,Shopping,Online
TXN_004412,CUST_0279,2026-01-02 05:27:00,69.7,Healthcare,Online
TXN_004413,CUST_0101,2026-06-09 19:25:00,27.88,Utilities,ATM
TXN_004414,CUST_0197,2026-03-18 19:52:00,194.06,Grocery,POS
TXN_004415,CUST_0048,2026-01-31 04:01:00,96.27,Restaurant,Mobile
TXN_004416,CUST_0019,2026-04-05 07:06:00,17.19,Restaurant,Online
TXN_004417,CUST_0451,2026-01-28 10:50:00,27.2,Utilities,Online
TXN_004418,CUST_0131,2026-03-02 13:13:00,13.55,Healthcare,Mobile
TXN_004419,CUST_0107,2026-01-29 04:24:00,8.21,Utilities,POS
TXN_004420,CUST_0374,2026-01-31 23:39:00,199.2,Shopping,Mobile
TXN_004421,CUST_0063,2026-03-19 23:59:00,19.86,Electronics,Mobile
TXN_004422,CUST_0030,2026-04-13 13:51:00,41.3,Entertainment,Online
TXN_004423,CUST_0039,2026-01-25 14:02:00,26.46,Utilities,POS
TXN_004424,CUST_0065,2026-05-15 18:53:00,20.08,Grocery,POS
TXN_004425,CUST_0316,2026-03-11 15:14:00,116.6,Electronics,ATM
TXN_004426,CUST_0136,2026-05-22 05:39:00,38.08,Restaurant,ATM
TXN_004427,CUST_0445,2026-05-04 22:40:00,55.26,Travel,POS
TXN_004428,CUST_0339,2026-03-09 07:39:00,64.15,Grocery,POS
TXN_004429,CUST_0416,2026-03-28 22:19:00,16.42,Electronics,POS
TXN_004430,CUST_0216,2026-01-16 15:07:00,168.92,Utilities,ATM
TXN_004431,CUST_0405,2026-01-05 14:54:00,25.45,Electronics,POS
TXN_004432,CUST_0486,2026-06-03 07:30:00,54.14,Travel,Online
TXN_004433,CUST_0311,2026-05-19 17:08:00,99.19,Entertainment,Mobile
TXN_004434,CUST_0458,2026-04-15 05:01:00,13.93,Travel,POS
TXN_004435,CUST_0471,2026-05-16 22:21:00,19.52,Electronics,Online
TXN_004436,CUST_0337,2026-04-04 21:45:00,49.22,Shopping,Online
TXN_004437,CUST_0472,2026-05-14 22:48:00,80.18,Grocery,ATM
TXN_004438,CUST_0243,2026-06-12 10:06:00,55.56,Grocery,Mobile
TXN_004439,CUST_0394,2026-01-28 11:45:00,26.13,Entertainment,Online
TXN_004440,CUST_0018,2026-02-02 09:27:00,14.39,Electronics,Mobile
TXN_004441,CUST_0347,2026-02-16 06:06:00,15.67,Healthcare,ATM
TXN_004442,CUST_0207,2026-04-13 08:18:00,36.59,Shopping,POS
TXN_004443,CUST_0340,2026-02-10 13:34:00,21.96,Healthcare,Online
TXN_004444,CUST_0191,2026-01-09 11:22:00,47.99,Travel,ATM
TXN_004445,CUST_0340,2026-06-10 05:21:00,151.78,Electronics,POS
TXN_004446,CUST_0087,2026-03-07 07:02:00,51.3,Utilities,Mobile
TXN_004447,CUST_0252,2026-05-25 00:21:00,100.53,Electronics,Online
TXN_004448,CUST_0017,2026-04-22 04:55:00,18.28,Travel,POS
TXN_004449,CUST_0495,2026-03-03 02:04:00,162.81,Entertainment,Mobile
TXN_004450,CUST_0200,2026-06-18 08:49:00,137.35,Shopping,POS
TXN_004451,CUST_0050,2026-03-15 00:28:00,18.91,Entertainment,Mobile
TXN_004452,CUST_0332,2026-04-26 19:06:00,27.79,Travel,POS
TXN_004453,CUST_0480,2026-05-05 12:58:00,1.75,Healthcare,Mobile
TXN_004454,CUST_0246,2026-02-19 04:25:00,16.4,Shopping,POS
TXN_004455,CUST_0087,2026-06-18 23:35:00,82.21,Restaurant,POS
TXN_004456,CUST_0282,2026-01-10 13:43:00,84.65,Shopping,Online
TXN_004457,CUST_0131,2026-05-23 04:46:00,12.32,Grocery,Online
TXN_004458,CUST_0098,2026-05-17 01:49:00,20.79,Electronics,POS
TXN_004459,CUST_0378,2026-04-14 00:53:00,58.42,Shopping,Online
TXN_004460,CUST_0068,2026-05-10 08:43:00,23.01,Utilities,POS
TXN_004461,CUST_0490,2026-04-03 07:41:00,27.41,Electronics,Mobile
TXN_004462,CUST_0233,2026-04-11 10:22:00,28.33,Entertainment,Online
TXN_004463,CUST_0250,2026-06-02 00:14:00,41.73,Electronics,POS
TXN_004464,CUST_0401,2026-06-22 19:50:00,16.93,Restaurant,Online
TXN_004465,CUST_0486,2026-04-26 06:01:00,131.65,Healthcare,POS
TXN_004466,CUST_0055,2026-01-18 01:59:00,57.94,Restaurant,POS
TXN_004467,CUST_0476,2026-06-04 16:02:00,72.5,Shopping,ATM
TXN_004468,CUST_0070,2026-01-31 11:24:00,14.22,Electronics,POS
TXN_004469,CUST_0059,2026-01-28 00:41:00,3.77,Shopping,POS
TXN_004470,CUST_0468,2026-05-11 12:17:00,30.73,Electronics,Online
TXN_004471,CUST_0121,2026-03-21 14:04:00,107.1,Restaurant,Online
TXN_004472,CUST_0098,2026-01-17 03:18:00,53.09,Healthcare,ATM
TXN_004473,CUST_0481,2026-01-04 02:07:00,420.78,Entertainment,Online
TXN_004474,CUST_0044,2026-06-23 06:14:00,7.32,Electronics,POS
TXN_004475,CUST_0432,2026-03-03 08:05:00,15.7,Healthcare,POS
TXN_004476,CUST_0161,2026-06-24 11:55:00,50.31,Utilities,Online
TXN_004477,CUST_0372,2026-02-17 03:31:00,44.51,Restaurant,ATM
TXN_004478,CUST_0459,2026-02-25 18:32:00,265.68,Grocery,POS
TXN_004479,CUST_0161,2026-03-16 22:39:00,33.47,Utilities,ATM
TXN_004480,CUST_0166,2026-03-23 03:34:00,50.58,Travel,Mobile
TXN_004481,CUST_0484,2026-02-16 06:29:00,2419.5,Entertainment,POS
TXN_004482,CUST_0182,2026-01-10 22:52:00,10.62,Grocery,Online
TXN_004483,CUST_0181,2026-04-13 03:18:00,59.02,Restaurant,POS
TXN_004484,CUST_0140,2026-06-07 10:50:00,97.85,Utilities,Online
TXN_004485,CUST_0077,2026-03-22 15:01:00,118.26,Restaurant,POS
TXN_004486,CUST_0459,2026-01-13 02:01:00,31.09,Entertainment,POS
TXN_004487,CUST_0069,2026-06-19 23:27:00,7.45,Entertainment,Online
TXN_004488,CUST_0467,2026-01-12 12:05:00,37.39,Entertainment,POS
TXN_004489,CUST_0174,2026-01-28 01:01:00,10.76,Grocery,Online
TXN_004490,CUST_0302,2026-05-27 00:31:00,35.91,Travel,Online
TXN_004491,CUST_0473,2026-03-29 06:30:00,31.1,Grocery,ATM
TXN_004492,CUST_0126,2026-02-21 21:36:00,14.12,Entertainment,Online
TXN_004493,CUST_0190,2026-06-16 01:03:00,42.98,Shopping,ATM
TXN_004494,CUST_0302,2026-06-07 04:17:00,123.66,Utilities,Mobile
TXN_004495,CUST_0340,2026-01-24 10:36:00,55.14,Travel,Online
TXN_004496,CUST_0419,2026-03-04 08:32:00,70.63,Travel,Online
TXN_004497,CUST_0400,2026-01-23 16:56:00,139.39,Travel,Mobile
TXN_004498,CUST_0324,2026-06-13 21:24:00,69.44,Utilities,POS
TXN_004499,CUST_0077,2026-01-09 05:42:00,6.12,Restaurant,Mobile
TXN_004500,CUST_0040,2026-04-19 17:54:00,18.0,Restaurant,POS
TXN_004501,CUST_0042,2026-03-01 07:26:00,12.67,Grocery,Mobile
TXN_004502,CUST_0092,2026-01-06 23:34:00,46.92,Shopping,Online
TXN_004503,CUST_0060,2026-03-03 12:29:00,19.11,Travel,Mobile
TXN_004504,CUST_0218,2026-03-30 17:27:00,31.42,Travel,Online
TXN_004505,CUST_0363,2026-04-13 02:49:00,74.55,Shopping,POS
TXN_004506,CUST_0094,2026-06-11 15:58:00,4.31,Healthcare,Online
TXN_004507,CUST_0035,2026-06-17 04:48:00,46.39,Entertainment,Online
TXN_004508,CUST_0436,2026-03-23 16:18:00,19.87,Electronics,Mobile
TXN_004509,CUST_0252,2026-02-23 11:10:00,10.35,Travel,Mobile
TXN_004510,CUST_0453,2026-03-30 01:42:00,9.76,Electronics,Online
TXN_004511,CUST_0368,2026-05-19 09:09:00,196.64,Entertainment,Online
TXN_004512,CUST_0419,2026-02-03 07:01:00,58.36,Utilities,POS
TXN_004513,CUST_0288,2026-03-28 13:08:00,51.4,Entertainment,Online
TXN_004514,CUST_0358,2026-03-25 22:13:00,81.77,Utilities,Online
TXN_004515,CUST_0019,2026-01-04 06:18:00,35.99,Restaurant,Mobile
TXN_004516,CUST_0072,2026-04-11 11:58:00,32.87,Entertainment,Mobile
TXN_004517,CUST_0140,2026-03-02 04:25:00,11.21,Restaurant,POS
TXN_004518,CUST_0147,2026-02-24 12:08:00,93.54,Restaurant,ATM
TXN_004519,CUST_0344,2026-04-17 17:40:00,33.49,Electronics,POS
TXN_004520,CUST_0327,2026-05-30 13:52:00,34.18,Healthcare,POS
TXN_004521,CUST_0427,2026-01-14 20:21:00,5.63,Restaurant,POS
TXN_004522,CUST_0258,2026-05-06 16:51:00,16.38,Shopping,POS
TXN_004523,CUST_0279,2026-04-23 18:00:00,11.94,Shopping,Online
TXN_004524,CUST_0434,2026-06-26 08:31:00,16.19,Grocery,Online
TXN_004525,CUST_0472,2026-05-31 07:33:00,11.78,Healthcare,POS
TXN_004526,CUST_0078,2026-04-29 04:40:00,11.61,Restaurant,Online
TXN_004527,CUST_0479,2026-03-06 07:55:00,26.53,Restaurant,POS
TXN_004528,CUST_0460,2026-03-28 20:16:00,44.45,Shopping,ATM
TXN_004529,CUST_0165,2026-01-18 13:01:00,178.74,Restaurant,Online
TXN_004530,CUST_0175,2026-01-03 11:50:00,26.48,Grocery,POS
TXN_004531,CUST_0051,2026-03-21 00:59:00,28.25,Shopping,POS
TXN_004532,CUST_0044,2026-04-29 10:05:00,94.88,Grocery,Online
TXN_004533,CUST_0322,2026-03-29 12:26:00,41.81,Restaurant,POS
TXN_004534,CUST_0447,2026-06-01 00:10:00,9.56,Healthcare,ATM
TXN_004535,CUST_0096,2026-03-03 20:34:00,47.9,Grocery,Mobile
TXN_004536,CUST_0272,2026-06-13 08:21:00,45.8,Shopping,Online
TXN_004537,CUST_0151,2026-02-12 09:48:00,50.9,Restaurant,Online
TXN_004538,CUST_0030,2026-01-26 04:54:00,180.87,Grocery,Online
TXN_004539,CUST_0266,2026-06-22 17:06:00,13.79,Healthcare,Mobile
TXN_004540,CUST_0089,2026-06-02 04:09:00,78.04,Restaurant,Online
TXN_004541,CUST_0214,2026-04-13 18:50:00,25.01,Utilities,POS
TXN_004542,CUST_0181,2026-05-21 10:01:00,16.66,Shopping,Online
TXN_004543,CUST_0096,2026-04-11 07:55:00,23.08,Healthcare,POS
TXN_004544,CUST_0266,2026-03-10 20:12:00,3.1,Shopping,POS
TXN_004545,CUST_0047,2026-05-08 23:51:00,18.64,Utilities,Online
TXN_004546,CUST_0400,2026-05-15 14:43:00,39.74,Electronics,POS
TXN_004547,CUST_0367,2026-05-30 08:26:00,5.5,Healthcare,POS
TXN_004548,CUST_0015,2026-06-03 19:21:00,111.79,Healthcare,Online
TXN_004549,CUST_0265,2026-01-20 10:27:00,7.29,Travel,Online
TXN_004550,CUST_0126,2026-01-17 21:46:00,8.98,Travel,POS
TXN_004551,CUST_0340,2026-04-14 17:49:00,71.4,Utilities,Online
TXN_004552,CUST_0394,2026-06-23 21:03:00,12.93,Restaurant,Online
TXN_004553,CUST_0308,2026-03-15 02:17:00,258.48,Travel,Online
TXN_004554,CUST_0209,2026-04-03 05:05:00,104.48,Utilities,Mobile
TXN_004555,CUST_0461,2026-03-07 19:24:00,16.32,Travel,POS
TXN_004556,CUST_0094,2026-06-17 21:51:00,35.75,Shopping,Online
TXN_004557,CUST_0458,2026-04-20 15:29:00,191.79,Travel,POS
TXN_004558,CUST_0316,2026-03-26 07:52:00,155.46,Grocery,Mobile
TXN_004559,CUST_0018,2026-03-29 22:52:00,77.27,Shopping,Online
TXN_004560,CUST_0059,2026-05-23 12:46:00,41.73,Shopping,POS
TXN_004561,CUST_0098,2026-03-02 10:08:00,135.56,Utilities,POS
TXN_004562,CUST_0360,2026-05-14 01:15:00,33.76,Shopping,Online
TXN_004563,CUST_0500,2026-03-13 19:49:00,122.3,Electronics,Online
TXN_004564,CUST_0030,2026-04-24 06:42:00,13.35,Healthcare,Online
TXN_004565,CUST_0362,2026-06-29 17:47:00,151.12,Healthcare,Online
TXN_004566,CUST_0325,2026-03-03 13:07:00,83.16,Utilities,POS
TXN_004567,CUST_0265,2026-04-13 04:51:00,25.09,Restaurant,Mobile
TXN_004568,CUST_0442,2026-03-07 11:46:00,549.32,Entertainment,POS
TXN_004569,CUST_0081,2026-06-28 10:07:00,92.83,Entertainment,Online
TXN_004570,CUST_0011,2026-04-13 00:09:00,30.49,Grocery,Online
TXN_004571,CUST_0373,2026-06-25 16:27:00,4.48,Grocery,Mobile
TXN_004572,CUST_0221,2026-06-09 10:43:00,28.45,Restaurant,Online
TXN_004573,CUST_0290,2026-05-29 23:21:00,13.43,Restaurant,Online
TXN_004574,CUST_0388,2026-02-11 16:49:00,76.36,Healthcare,Mobile
TXN_004575,CUST_0290,2026-05-17 04:31:00,14.8,Entertainment,ATM
TXN_004576,CUST_0412,2026-04-25 07:19:00,23.74,Travel,Online
TXN_004577,CUST_0454,2026-05-20 13:39:00,11.32,Entertainment,Mobile
TXN_004578,CUST_0364,2026-06-08 08:16:00,44.14,Restaurant,Online
TXN_004579,CUST_0467,2026-05-09 22:19:00,80.27,Restaurant,Mobile
TXN_004580,CUST_0243,2026-01-06 02:24:00,5.6,Entertainment,POS
TXN_004581,CUST_0130,2026-01-20 04:08:00,12.66,Travel,ATM
TXN_004582,CUST_0126,2026-04-30 00:01:00,28.35,Healthcare,POS
TXN_004583,CUST_0416,2026-01-15 20:18:00,29.0,Grocery,Online
TXN_004584,CUST_0089,2026-02-10 15:43:00,799.76,Travel,POS
TXN_004585,CUST_0364,2026-04-02 03:20:00,3.33,Shopping,Online
TXN_004586,CUST_0108,2026-02-15 02:28:00,56.58,Utilities,POS
TXN_004587,CUST_0439,2026-03-02 12:34:00,13.14,Electronics,Online
TXN_004588,CUST_0328,2026-01-02 02:13:00,47.87,Grocery,Online
TXN_004589,CUST_0206,2026-03-01 01:42:00,50.18,Entertainment,Online
TXN_004590,CUST_0039,2026-03-18 03:37:00,15.95,Restaurant,Online
TXN_004591,CUST_0430,2026-06-16 14:15:00,61.12,Electronics,POS
TXN_004592,CUST_0024,2026-03-16 00:55:00,70.12,Electronics,POS
TXN_004593,CUST_0274,2026-06-02 02:23:00,3.36,Electronics,Online
TXN_004594,CUST_0208,2026-03-16 23:02:00,2.66,Travel,POS
TXN_004595,CUST_0033,2026-06-29 06:01:00,2.74,Restaurant,Online
TXN_004596,CUST_0385,2026-04-24 11:00:00,79.28,Entertainment,Online
TXN_004597,CUST_0445,2026-05-26 01:19:00,87.09,Shopping,Online
TXN_004598,CUST_0073,2026-02-26 16:58:00,8.4,Travel,Online
TXN_004599,CUST_0168,2026-05-31 03:26:00,50.26,Healthcare,ATM
TXN_004600,CUST_0070,2026-01-26 22:55:00,29.65,Entertainment,Online
TXN_004601,CUST_0174,2026-04-17 03:14:00,35.08,Shopping,Online
TXN_004602,CUST_0322,2026-05-07 19:40:00,91.35,Entertainment,POS
TXN_004603,CUST_0181,2026-01-09 04:49:00,64.23,Healthcare,Mobile
TXN_004604,CUST_0050,2026-05-07 18:09:00,135.29,Grocery,ATM
TXN_004605,CUST_0388,2026-03-20 18:59:00,123.26,Grocery,ATM
TXN_004606,CUST_0210,2026-01-07 10:35:00,24.45,Electronics,Online
TXN_004607,CUST_0164,2026-03-20 14:14:00,37.01,Healthcare,POS
TXN_004608,CUST_0235,2026-01-28 17:35:00,5.84,Shopping,ATM
TXN_004609,CUST_0017,2026-01-13 09:10:00,48.3,Utilities,Online
TXN_004610,CUST_0334,2026-02-23 17:15:00,27.04,Restaurant,POS
TXN_004611,CUST_0012,2026-06-27 10:36:00,44.16,Utilities,ATM
TXN_004612,CUST_0272,2026-01-21 23:57:00,25.35,Entertainment,POS
TXN_004613,CUST_0117,2026-05-01 13:33:00,69.8,Restaurant,POS
TXN_004614,CUST_0474,2026-05-08 11:45:00,35.55,Restaurant,POS
TXN_004615,CUST_0071,2026-03-26 16:26:00,41.66,Grocery,Mobile
TXN_004616,CUST_0469,2026-04-12 10:11:00,8.86,Healthcare,POS
TXN_004617,CUST_0169,2026-03-07 15:47:00,16.31,Grocery,POS
TXN_004618,CUST_0281,2026-05-22 08:32:00,3.15,Electronics,Online
TXN_004619,CUST_0275,2026-01-03 07:11:00,28.54,Electronics,POS
TXN_004620,CUST_0096,2026-03-16 05:32:00,53.55,Utilities,ATM
TXN_004621,CUST_0422,2026-05-21 14:18:00,82.74,Entertainment,Online
TXN_004622,CUST_0389,2026-04-17 03:29:00,64.69,Entertainment,POS
TXN_004623,CUST_0351,2026-02-22 02:18:00,146.12,Restaurant,Online
TXN_004624,CUST_0282,2026-05-27 08:23:00,16.84,Entertainment,Online
TXN_004625,CUST_0374,2026-02-27 06:05:00,37.13,Grocery,Mobile
TXN_004626,CUST_0280,2026-06-28 08:15:00,48.11,Shopping,Mobile
TXN_004627,CUST_0216,2026-01-11 09:07:00,67.93,Healthcare,POS
TXN_004628,CUST_0083,2026-05-15 00:32:00,44.3,Electronics,ATM
TXN_004629,CUST_0001,2026-01-07 22:33:00,29.91,Travel,POS
TXN_004630,CUST_0202,2026-02-22 18:37:00,12.49,Restaurant,Online
TXN_004631,CUST_0079,2026-06-25 17:50:00,3.27,Grocery,Mobile
TXN_004632,CUST_0190,2026-04-19 20:03:00,33.8,Entertainment,Online
TXN_004633,CUST_0455,2026-06-04 03:28:00,4.4,Utilities,Mobile
TXN_004634,CUST_0233,2026-03-14 05:28:00,78.7,Travel,Online
TXN_004635,CUST_0261,2026-02-28 07:00:00,67.09,Restaurant,POS
